status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
"This young woman was devastated when her boyfriend accidentally put her dog in a washing machine and killed him. It turned out to just be a prank. Well, she got him back - and in a way that has sparked a lot of controversy.","Girlfriend's Brutal Response To Him 'Killing Her Dog' Goes Viral, Sparks Debate (Video)",link,http://www.americanow.com/story/society/2016/09/07/girlfriends-brutal-response-him-killing-her-dog-goes-viral-sparks-debate?fb=opv,9/7/16 11:00,569,156,202,302,9,50,191,3,14
"Officials in Ferguson, Missouri, got a call about the trunk of a vehicle going up in flames. They arrived on the scene, quickly put out the flames and began examining the contents of the trunk. They only needed a few minutes to see a body had been placed inside before the fire started. Then they identified the body and realized who it belonged to.","Ferguson Cops Identify Body In Burning Car, Realize It's Someone They're Extremely Familiar With",link,https://www.opposingviews.com/i/society/ferguson-activist-who-rose-fame-after-michael-brown-shooting-found-shot-death-burning-car?fb=ov,9/7/16 10:31,345,107,240,199,6,45,11,68,16
"For some reason, officials never announced what happened to JonBenet's body right before her death. It clears up precisely what transpired prior to her killing. Well, that information just came out.",New Revelations In The Case Of JonBenet's Murder Regarding What Killer Did To Her Prior To Murder,link,https://www.opposingviews.com/i/society/crime/after-marks-investigators-found-jonbenet-ramseys-body-they-now-think-they-know-what,9/7/16 10:07,126,11,59,76,0,2,1,29,18
"A young woman was so thrilled to share her ultrasound picture with her boyfriend. She texted it to him right away. One day later, everyone's worst nightmare became a reality.","After A Single Joyous Text, A Family's Worst Nightmare Became A Reality",link,http://www.americanow.com/story/society/2016/09/07/familys-worst-nightmare-became-reality,9/7/16 9:31,570,13,267,244,3,9,0,229,85
"This lady currently weighs in at about 700 pounds, she's rapidly gaining more weight, and she's doing it on purpose. For months, nobody could figure out her plan. Well, now we know what she's up to.",Reason For Why 700-Pound Woman Continues To Eat And Eat And Eat Revealed (Photos),link,http://www.americanow.com/story/health/2016/09/07/reason-why-700-pound-woman-continues-eat-and-eat-and-eat-revealed-photos,9/7/16 9:00,1934,1837,1204,607,11,440,28,525,323
"A doctor showed this pregnant woman the results of her ultrasound. She studied the image very closely, paused, gave it some thought and immediately decided to abort her baby.","Mom Notices Something In Ultrasound, Decides To Abort Baby (Photo)",link,http://www.americanow.com/story/society/2016/09/07/mom-notices-something-ultrasound-decides-abort-baby-photo?Fb=ov,9/7/16 8:32,305,55,60,143,5,8,2,113,34
"A 72-year-old drunk driver's hit and run accident changed this family forever. With their baby facing devastating injuries, these parents were forced to make a choice.",Drunk Driving Hit And Run Has Tragic Consequences For All Involved (Photos),link,https://www.opposingviews.com/i/society/only-thing-more-impossible-babys-parents-having-say-goodbye-him-after-he-was-killed-drunk,9/7/16 8:08,171,12,21,56,2,2,0,72,39
"This police officer stopped for gas when she took note of a car parked facing the car wash but not moving. She could faintly make out a man and woman inside, but she couldn't see what they were doing. She decided to see what was wrong - and that's when she saw it.","Officer Takes Note Of Parked Car Near Car Wash, Investigates, Makes Unfortunate Find",link,http://www.americanow.com/story/society/2016/09/07/police-officer-notices-parked-car-near-car-wash-investigates-makes?Fb=ov,9/7/16 7:34,519,48,164,226,1,12,4,68,208
These 88 retired military leaders say Donald Trump is the right choice to lead America forward. Do you agree or disagree with them?,88 Retired Military Leaders Endorse Trump,link,http://www.americanow.com/story/society/2016/09/06/88-retired-military-leaders-endorse-trump?fb=ov,9/7/16 0:15,7325,1380,766,6653,318,37,159,28,130
Election swing: Donald Trump is now leading Hillary Clinton by two points in a major nationwide poll. Would you like to see Trump shock the world and win this November?,New CNN Poll: Trump Up Two Points On Clinton Nationally,link,http://www.americanow.com/story/politics/2016/09/06/new-cnn-poll-trump-two-points-clinton-nationally?fb=ov,9/6/16 23:45,11615,2938,724,10096,737,52,118,63,549
America's biggest red state is officially up for grabs this November. Would you like to see Texas turn blue?,Polls: Clinton Could Turn Texas Blue For First Time Since 1976,link,http://www.americanow.com/story/politics/2016/09/06/poll-texas-grabs-november?fb=ov,9/6/16 23:10,2559,2046,281,1790,170,44,238,19,298
"Do you support police departments that decide to put ""In God We Trust"" decals on their cars?",Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154051721116051/?type=3,9/6/16 22:35,5590,824,403,5069,418,10,11,3,79
These tribal nations refuse to let an oil company build a pipeline through their sacred land. Do you support their protest?,Tribal Nations Protest Oil Company From Running Pipeline Through Sacred Land,link,http://www.americanow.com/story/society/2016/09/06/north-dakota-oil-pipeline-protest-still-going-strong?fb=ov,9/6/16 22:00,12729,2320,3019,11542,653,36,10,104,384
Like Watch This for more encouraging and uplifting videos!,Watch This,video,https://www.facebook.com/1552043845106315/videos/1641410882836277/,9/6/16 21:30,6813,138,1,5877,866,50,18,2,0
This now infamous Playboy model posted an extremely controversial photo online. Now police have delivered some very bad news to her. Here's the photo. Decide for yourselves if she should be charged.,Playboy Model Gets Very Bad News Over Picture She Posted Online (Photo),link,http://www.americanow.com/story/society/2016/09/06/playboy-model-gets-very-bad-news-over-photo-she-posted-online-photo,9/6/16 20:30,207,68,22,149,6,3,16,3,30
"A week after Colin Kaepernick refused to stand for the National Anthem, a group of high school students students decided to take their own stand.Do you think this is appropriate?","A Week After Kaepernick, Here's How These High Schoolers Reacted To National Anthem",link,http://www.americanow.com/story/society/2016/09/06/week-after-kaepernick-heres-how-these-high-schoolers-reacted-national,9/6/16 20:00,1278,173,115,1111,139,17,4,1,6
What started out as a peaceful dog walk quickly turned into a bloody mess for one reason - and it was all caught on camera.,Peaceful Dog Walk Turns Into Mayhem For One Reason And One Reason Only (Video),link,https://www.opposingviews.com/i/society/animal-rights/what-started-out-peaceful-dog-walk-quickly-turned-bloody-mess-one-reason-and,9/6/16 19:30,235,98,87,134,3,24,1,27,46
"Authorities here were investigating a small lumber company when they found a total of 37 unmarked bags. The bags were supposed to be stuffed with sawdust. Just to be safe, officials decided to open them up and see what was inside. Needless to say - it was something far more disturbing than sawdust.","Authorities Open 37 Unmarked Bags That Were Supposed To Be Filled With Sawdust, Make Troubling Find",link,https://www.opposingviews.com/i/society/animal-rights/police-seized-these-unopened-bags-opened-them-and-found-most-disturbing?Fb=ov,9/6/16 19:00,219,16,59,95,6,12,2,22,82
"This mother never really lingered after dropping her son off at school. She would just have him climb out of the car and then she'd head off. Yesterday, for whatever reason, she stuck around for an extra moment. And that's when she saw him pause before going through the doors. It only took her a second to realize what he was about to do.","Mother Surprised When She Sees Son Not Go Into School After Being Dropped Off, Then She Realizes Why",link,https://www.opposingviews.com/i/social/mom-was-running-late-dropping-her-son-school-and-just-she-was-about-pull-away-she-stopped?Fb=ov,9/6/16 18:30,22227,776,4506,17976,3811,373,24,31,12
An adult son was renovating his father's old home when stumbled upon the scariest discovery of his life: a dead body in the attic. The worst part was finding out who she was.,"Son Finds Dead Body While Renovating Dad's Attic, Then Learns Who The Woman Was",link,https://www.opposingviews.com/i/world/man-was-renovating-his-fathers-attic-and-was-horrified-discover-dead-body-wasnt-worst-part?fb=ov,9/6/16 18:00,441,6,427,283,4,113,2,38,1
"This deaf boy has been bullied his entire life. When bullies stole his things and dumped them all out into the toilet recently, his mother decided to take action.Do you support what Mom did?","School Bullies Throw Deaf Student's Hearing Aid In Toilet, Mother Responds Accordingly",link,https://www.opposingviews.com/i/social/picture-school-supplies-toilet-it-going-viral-one-outrageous-reason?Fb=ov,9/6/16 17:20,1960,483,665,901,18,17,4,326,694
"Roughly 50 years ago, a nurse told this mom her baby was dead. She left the hospital devastated and was never the same. A half a century later, she finally learned the truth.",Woman Who Was Told Baby Died Learns Truth 50 Years Later,link,https://www.opposingviews.com/i/society/50-years-ago-nurse-told-mom-her-baby-was-dead-she-left-hospital-devastated-and-was-never,9/6/16 16:00,605,12,218,315,10,57,0,103,120
"On his first day on probation, convicted rapist Brock Turner did something that will make a lot of people happy.","On First Day Of Probation, Brock Turner Does Something That'll Make A Lot Of People Happy",link,https://www.opposingviews.com/i/society/brock-turner-registers-sex-offender,9/6/16 15:31,163,90,30,106,8,2,14,1,32
This poor man was forced to drop out of school because his penis is roughly 10 times larger than that of a normal man. And that's not even the worst part.,Things Go From Bad To Worse For Man Whose Penis Is 10 Times Larger Than That Of Normal Men,link,https://www.opposingviews.com/i/health/kenyan-man-cant-have-sex-because-his-penis-10-times-larger-normal-men?fb=ov,9/6/16 15:00,83,20,39,64,2,14,0,3,0
The 49ers just received some bad news after their refusal to cut Colin Kaepernick.,San Francisco 49ers Get Bad News After They Decide Not To Cut Kaepernick,link,https://www.opposingviews.com/i/society/santa-clara-police-union-threatens-boycott-49ers-games-over-kaepernick-protest?Fb=ov,9/6/16 14:30,589,451,184,428,33,11,75,5,37
"This mom was pulled over by police officers for a routine traffic stop. She calmly accepted her ticket and drove off, thinking that'd be the end of it. It wasn't. Shortly after, as she was sitting at home, she heard a knock on her door.","Mother Calmly Accepts Ticket From Police Officers And Goes Home, Later Gets Unexpected Knock On Door",link,http://www.americanow.com/story/society/2016/08/19/mother-calmly-accepts-ticket-police-officers-and-goes-home-later-gets,9/6/16 14:00,872,21,142,755,92,23,1,0,1
This happily married couple decided to paint their house. Their neighbors hated it so deeply that they began threatening to kill them. Here is a photo of the newly-painted home. Decide for yourselves if it's really that bad.,Happy Couple Gets Death Threats Over Color They Painted Their Home (Photos),link,http://www.americanow.com/story/society/2016/05/27/couple-gets-death-threats-over-color-they-painted-their-home-photos,9/6/16 13:30,199,139,34,134,17,32,3,3,10
"A 9-year-old boy's grandmother noticed him standing in the same exact spot, in the pouring rain, for 30 minutes. It only took her a moment to realize why he was doing it.","Grandma Notices 9-Year-Old Boy Standing In Pouring Rain For 30 Minutes, Then Realizes Why",link,http://www.americanow.com/story/society/2016/09/06/young-boys-tribute-goes-viral-photo,9/6/16 12:00,33995,1120,6909,26922,6260,690,25,91,7
"Right when it looked like President Obama's daughter, Malia, was finally free of all controversies, this photo leaked online. It didn't take people long to notice what was next to her.",Malia Obama In Trouble Again After People Notice What's Beside Her In Leaked Pic (Photo),link,https://www.opposingviews.com/i/society/malia-obama-caught-hanging-out-bong-near-her-photo?Fb=ov,9/6/16 11:21,350,417,225,221,4,14,80,2,29
